Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events ≤ t,-2,0.394778735935688,171138
Sum of contribution of events > t,-3,0.3570508062839508,171138
Sum of contribution of events ≤ t,-3,0.0,171138
Sum of contribution of events > t,0,0.0,151338
Sum of contribution of events ≤ t,0,0.09833532571792603,151338
Sum of contribution of events > t,-1,-0.04284316301345825,151338
Sum of contribution of events ≤ t,-1,0.14117848873138428,151338
Sum of contribution of events > t,-2,-0.09122045338153839,151338
Sum of contribution of events ≤ t,-2,0.18955577909946442,151338
Sum of contribution of events > t,-3,-0.14407216012477875,151338
Sum of contribution of events ≤ t,-3,0.24240748584270477,151338
Sum of contribution of events > t,-4,-0.23023175448179245,151338
Sum of contribution of events ≤ t,-4,0.3285670801997185,151338
Sum of contribution of events > t,-5,0.09833532571792603,151338
Sum of contribution of events ≤ t,-5,0.0,151338
Sum of contribution of events > t,0,0.0,154571
Sum of contribution of events ≤ t,0,-0.042298778891563416,154571
Sum of contribution of events > t,-1,-0.010738968849182129,154571
Sum of contribution of events ≤ t,-1,-0.03155981004238129,154571
Sum of contribution of events > t,-2,-0.042298778891563416,154571
Sum of contribution of events ≤ t,-2,0.0,154571
Sum of contribution of events > t,0,0.0,136977
Sum of contribution of events ≤ t,0,0.20033198595046997,136977
Sum of contribution of events > t,-1,-0.0020029395818710327,136977
Sum of contribution of events ≤ t,-1,0.202334925532341,136977
Sum of contribution of events > t,-2,0.20033198595046997,136977
Sum of contribution of events ≤ t,-2,0.0,136977
Sum of contribution of events > t,0,0.0,101264
Sum of contribution of events ≤ t,0,0.19455838203430176,101264
Sum of contribution of events > t,-1,-0.010355889797210693,101264
Sum of contribution of events ≤ t,-1,0.20491427183151245,101264
Sum of contribution of events > t,-2,-0.031107306480407715,101264
Sum of contribution of events ≤ t,-2,0.22566568851470947,101264
Sum of contribution of events > t,-3,-0.07003653049468994,101264
Sum of contribution of events ≤ t,-3,0.2645949125289917,101264
Sum of contribution of events > t,-4,0.06446561217308044,101264
Sum of contribution of events ≤ t,-4,0.1300927698612213,101264
Sum of contribution of events > t,-5,0.10864853858947754,101264
Sum of contribution of events ≤ t,-5,0.08590984344482422,101264
Sum of contribution of events > t,-6,0.10112163424491882,101264
Sum of contribution of events ≤ t,-6,0.09343674778938293,101264
Sum of contribution of events > t,-7,0.10159587860107422,101264
Sum of contribution of events ≤ t,-7,0.09296250343322754,101264
Sum of contribution of events > t,-8,0.11124524474143982,101264
Sum of contribution of events ≤ t,-8,0.08331313729286194,101264
Sum of contribution of events > t,-9,0.11272186040878296,101264
Sum of contribution of events ≤ t,-9,0.0818365216255188,101264
Sum of contribution of events > t,-10,0.19455838203430176,101264
Sum of contribution of events ≤ t,-10,0.0,101264
Sum of contribution of events > t,0,0.0,189094
Sum of contribution of events ≤ t,0,0.393283873796463,189094
Sum of contribution of events > t,-1,-0.006631478667259216,189094
Sum of contribution of events ≤ t,-1,0.39991535246372223,189094
Sum of contribution of events > t,-2,0.393283873796463,189094
Sum of contribution of events ≤ t,-2,0.0,189094
Sum of contribution of events > t,0,0.0,184018
Sum of contribution of events ≤ t,0,0.31645217537879944,184018
Sum of contribution of events > t,-1,-0.015014559030532837,184018
Sum of contribution of events ≤ t,-1,0.3314667344093323,184018
Sum of contribution of events > t,-2,0.17322500050067902,184018
Sum of contribution of events ≤ t,-2,0.14322717487812042,184018
Sum of contribution of events > t,-3,0.31645217537879944,184018
Sum of contribution of events ≤ t,-3,0.0,184018
Sum of contribution of events > t,0,0.0,149115
Sum of contribution of events ≤ t,0,0.25991111993789673,149115
Sum of contribution of events > t,-1,-0.014295876026153564,149115
Sum of contribution of events ≤ t,-1,0.2742069959640503,149115
Sum of contribution of events > t,-2,-0.04029306769371033,149115
Sum of contribution of events ≤ t,-2,0.30020418763160706,149115
Sum of contribution of events > t,-3,-0.07478407025337219,149115
Sum of contribution of events ≤ t,-3,0.3346951901912689,149115
Sum of contribution of events > t,-4,-0.08672456443309784,149115
Sum of contribution of events ≤ t,-4,0.34663568437099457,149115
Sum of contribution of events > t,-5,-0.050684064626693726,149115
Sum of contribution of events ≤ t,-5,0.31059518456459045,149115
Sum of contribution of events > t,-6,-0.06620097160339355,149115
Sum of contribution of events ≤ t,-6,0.3261120915412903,149115
Sum of contribution of events > t,-7,0.25991111993789673,149115
Sum of contribution of events ≤ t,-7,0.0,149115
Sum of contribution of events > t,0,0.0,118491
Sum of contribution of events ≤ t,0,0.4445444345474243,118491
Sum of contribution of events > t,-1,0.4445444345474243,118491
Sum of contribution of events ≤ t,-1,0.0,118491
Sum of contribution of events > t,0,0.0,162525
Sum of contribution of events ≤ t,0,0.13409733772277832,162525
Sum of contribution of events > t,-1,-0.03816103935241699,162525
Sum of contribution of events ≤ t,-1,0.1722583770751953,162525
Sum of contribution of events > t,-2,0.17033040523529053,162525
Sum of contribution of events ≤ t,-2,-0.03623306751251221,162525
Sum of contribution of events > t,-3,0.08261507749557495,162525
Sum of contribution of events ≤ t,-3,0.05148226022720337,162525
Sum of contribution of events > t,-4,0.09819740056991577,162525
Sum of contribution of events ≤ t,-4,0.03589993715286255,162525
Sum of contribution of events > t,-5,-0.02522215247154236,162525
Sum of contribution of events ≤ t,-5,0.15931949019432068,162525
Sum of contribution of events > t,-6,0.013891160488128662,162525
Sum of contribution of events ≤ t,-6,0.12020617723464966,162525
Sum of contribution of events > t,-7,0.13409733772277832,162525
Sum of contribution of events ≤ t,-7,0.0,162525
Sum of contribution of events > t,0,0.0,181378
Sum of contribution of events ≤ t,0,0.5701687932014465,181378
Sum of contribution of events > t,-1,-0.030406653881072998,181378
Sum of contribution of events ≤ t,-1,0.6005754470825195,181378
Sum of contribution of events > t,-2,-0.08488427847623825,181378
Sum of contribution of events ≤ t,-2,0.6550530716776848,181378
Sum of contribution of events > t,-3,-0.08222604542970657,181378
Sum of contribution of events ≤ t,-3,0.6523948386311531,181378
Sum of contribution of events > t,-4,0.5701687932014465,181378
Sum of contribution of events ≤ t,-4,0.0,181378
Sum of contribution of events > t,0,0.0,160695
Sum of contribution of events ≤ t,0,-0.0012044012546539307,160695
Sum of contribution of events > t,-1,-0.0012044012546539307,160695
Sum of contribution of events ≤ t,-1,0.0,160695
Sum of contribution of events > t,0,0.0,142684
Sum of contribution of events ≤ t,0,0.31601399183273315,142684
Sum of contribution of events > t,-1,-0.007987767457962036,142684
Sum of contribution of events ≤ t,-1,0.3240017592906952,142684
Sum of contribution of events > t,-2,-0.07701927423477173,142684
Sum of contribution of events ≤ t,-2,0.3930332660675049,142684
Sum of contribution of events > t,-3,0.24561718106269836,142684
Sum of contribution of events ≤ t,-3,0.07039681077003479,142684
Sum of contribution of events > t,-4,0.14936280250549316,142684
Sum of contribution of events ≤ t,-4,0.16665118932724,142684
Sum of contribution of events > t,-5,0.13480734825134277,142684
Sum of contribution of events ≤ t,-5,0.18120664358139038,142684
Sum of contribution of events > t,-6,0.31601399183273315,142684
Sum of contribution of events ≤ t,-6,0.0,142684
Sum of contribution of events > t,0,0.0,113032
Sum of contribution of events ≤ t,0,0.3343321979045868,113032
Sum of contribution of events > t,-1,0.38495151698589325,113032
Sum of contribution of events ≤ t,-1,-0.05061931908130646,113032
Sum of contribution of events > t,-2,0.3343321979045868,113032
Sum of contribution of events ≤ t,-2,0.0,113032
Sum of contribution of events > t,0,0.0,159047
Sum of contribution of events ≤ t,0,0.1110987663269043,159047
Sum of contribution of events > t,-1,-0.007993251085281372,159047
Sum of contribution of events ≤ t,-1,0.11909201741218567,159047
Sum of contribution of events > t,-2,0.006415203213691711,159047
Sum of contribution of events ≤ t,-2,0.10468356311321259,159047
Sum of contribution of events > t,-3,0.1110987663269043,159047
Sum of contribution of events ≤ t,-3,0.0,159047
Sum of contribution of events > t,0,0.0,139796
Sum of contribution of events ≤ t,0,0.4083962142467499,139796
Sum of contribution of events > t,-1,0.00026929378509521484,139796
Sum of contribution of events ≤ t,-1,0.40812692046165466,139796
Sum of contribution of events > t,-2,0.4083962142467499,139796
Sum of contribution of events ≤ t,-2,0.0,139796
Sum of contribution of events > t,0,0.0,154881
Sum of contribution of events ≤ t,0,0.21599018573760986,154881
Sum of contribution of events > t,-1,0.21599018573760986,154881
Sum of contribution of events ≤ t,-1,0.0,154881
Sum of contribution of events > t,0,0.0,149365
Sum of contribution of events ≤ t,0,0.18958979845046997,149365
Sum of contribution of events > t,-1,-0.0009279698133468628,149365
Sum of contribution of events ≤ t,-1,0.19051776826381683,149365
Sum of contribution of events > t,-2,-0.026832520961761475,149365
Sum of contribution of events ≤ t,-2,0.21642231941223145,149365
Sum of contribution of events > t,-3,-0.019260019063949585,149365
Sum of contribution of events ≤ t,-3,0.20884981751441956,149365
Sum of contribution of events > t,-4,0.18958979845046997,149365
Sum of contribution of events ≤ t,-4,0.0,149365
Sum of contribution of events > t,0,0.0,120698
Sum of contribution of events ≤ t,0,0.4603111147880554,120698
Sum of contribution of events > t,-1,-0.016148731112480164,120698
Sum of contribution of events ≤ t,-1,0.4764598459005356,120698
Sum of contribution of events > t,-2,0.22600749135017395,120698
Sum of contribution of events ≤ t,-2,0.23430362343788147,120698
Sum of contribution of events > t,-3,0.21272113919258118,120698
Sum of contribution of events ≤ t,-3,0.24758997559547424,120698
Sum of contribution of events > t,-4,0.4603111147880554,120698
Sum of contribution of events ≤ t,-4,0.0,120698
Sum of contribution of events > t,0,0.0,186239
Sum of contribution of events ≤ t,0,0.4204387366771698,186239
Sum of contribution of events > t,-1,-0.01731688529253006,186239
Sum of contribution of events ≤ t,-1,0.43775562196969986,186239
Sum of contribution of events > t,-2,0.4204387366771698,186239
Sum of contribution of events ≤ t,-2,0.0,186239
Sum of contribution of events > t,0,2.9802322387695312e-08,165214
Sum of contribution of events ≤ t,0,0.1524955928325653,165214
Sum of contribution of events > t,-1,-0.002210468053817749,165214
Sum of contribution of events ≤ t,-1,0.15470609068870544,165214
Sum of contribution of events > t,-2,0.030149072408676147,165214
Sum of contribution of events ≤ t,-2,0.12234655022621155,165214
Sum of contribution of events > t,-3,0.07368053495883942,165214
Sum of contribution of events ≤ t,-3,0.07881508767604828,165214
Sum of contribution of events > t,-4,0.1524955928325653,165214
Sum of contribution of events ≤ t,-4,2.9802322387695312e-08,165214
Sum of contribution of events > t,0,0.0,197167
Sum of contribution of events ≤ t,0,-0.040276020765304565,197167
Sum of contribution of events > t,-1,-0.03637853264808655,197167
Sum of contribution of events ≤ t,-1,-0.0038974881172180176,197167
Sum of contribution of events > t,-2,-0.02375677227973938,197167
Sum of contribution of events ≤ t,-2,-0.016519248485565186,197167
Sum of contribution of events > t,-3,-0.040276020765304565,197167
Sum of contribution of events ≤ t,-3,0.0,197167
Sum of contribution of events > t,0,0.0,153669
Sum of contribution of events ≤ t,0,0.01998189091682434,153669
Sum of contribution of events > t,-1,0.01998189091682434,153669
Sum of contribution of events ≤ t,-1,0.0,153669
Sum of contribution of events > t,0,0.0,153826
Sum of contribution of events ≤ t,0,0.4814428389072418,153826
Sum of contribution of events > t,-1,0.042668044567108154,153826
Sum of contribution of events ≤ t,-1,0.43877479434013367,153826
Sum of contribution of events > t,-2,-0.014383196830749512,153826
Sum of contribution of events ≤ t,-2,0.49582603573799133,153826
Sum of contribution of events > t,-3,0.4814428389072418,153826
Sum of contribution of events ≤ t,-3,0.0,153826
Sum of contribution of events > t,0,0.0,176016
Sum of contribution of events ≤ t,0,0.43634742498397827,176016
Sum of contribution of events > t,-1,0.08368226885795593,176016
Sum of contribution of events ≤ t,-1,0.35266515612602234,176016
Sum of contribution of events > t,-2,0.025283634662628174,176016
Sum of contribution of events ≤ t,-2,0.4110637903213501,176016
Sum of contribution of events > t,-3,0.4418841153383255,176016
Sum of contribution of events ≤ t,-3,-0.005536690354347229,176016
Sum of contribution of events > t,-4,0.43634742498397827,176016
Sum of contribution of events ≤ t,-4,0.0,176016
Sum of contribution of events > t,0,0.0,179418
Sum of contribution of events ≤ t,0,0.3389730155467987,179418
Sum of contribution of events > t,-1,-0.00923474133014679,179418
Sum of contribution of events ≤ t,-1,0.3482077568769455,179418
Sum of contribution of events > t,-2,0.3389730155467987,179418
Sum of contribution of events ≤ t,-2,0.0,179418
Sum of contribution of events > t,0,0.0,180546
Sum of contribution of events ≤ t,0,0.527132123708725,180546
Sum of contribution of events > t,-1,0.018279433250427246,180546
Sum of contribution of events ≤ t,-1,0.5088526904582977,180546
Sum of contribution of events > t,-2,0.011076077818870544,180546
Sum of contribution of events ≤ t,-2,0.5160560458898544,180546
Sum of contribution of events > t,-3,0.527132123708725,180546
Sum of contribution of events ≤ t,-3,0.0,180546
Sum of contribution of events > t,0,0.0,117105
Sum of contribution of events ≤ t,0,0.24350106716156006,117105
Sum of contribution of events > t,-1,0.03343336284160614,117105
Sum of contribution of events ≤ t,-1,0.21006770431995392,117105
Sum of contribution of events > t,-2,-0.0041014403104782104,117105
Sum of contribution of events ≤ t,-2,0.24760250747203827,117105
Sum of contribution of events > t,-3,-0.024130195379257202,117105
Sum of contribution of events ≤ t,-3,0.26763126254081726,117105
Sum of contribution of events > t,-4,0.24350106716156006,117105
Sum of contribution of events ≤ t,-4,0.0,117105
Sum of contribution of events > t,0,0.0,155097
Sum of contribution of events ≤ t,0,0.15997818112373352,155097
Sum of contribution of events > t,-1,0.15997818112373352,155097
Sum of contribution of events ≤ t,-1,0.0,155097
Sum of contribution of events > t,0,0.0,113129
Sum of contribution of events ≤ t,0,0.19583165645599365,113129
Sum of contribution of events > t,-1,0.19583165645599365,113129
Sum of contribution of events ≤ t,-1,0.0,113129
Sum of contribution of events > t,0,0.0,112326
Sum of contribution of events ≤ t,0,0.31249362230300903,112326
Sum of contribution of events > t,-1,0.09997767210006714,112326
Sum of contribution of events ≤ t,-1,0.2125159502029419,112326
Sum of contribution of events > t,-2,0.09360721707344055,112326
Sum of contribution of events ≤ t,-2,0.21888640522956848,112326
Sum of contribution of events > t,-3,0.07453930377960205,112326
Sum of contribution of events ≤ t,-3,0.23795431852340698,112326
Sum of contribution of events > t,-4,0.09472444653511047,112326
Sum of contribution of events ≤ t,-4,0.21776917576789856,112326
Sum of contribution of events > t,-5,0.06848284602165222,112326
Sum of contribution of events ≤ t,-5,0.2440107762813568,112326
Sum of contribution of events > t,-6,0.31249362230300903,112326
Sum of contribution of events ≤ t,-6,0.0,112326
Sum of contribution of events > t,0,0.0,143416
Sum of contribution of events ≤ t,0,0.418290913105011,143416
Sum of contribution of events > t,-1,-0.0035300999879837036,143416
Sum of contribution of events ≤ t,-1,0.4218210130929947,143416
Sum of contribution of events > t,-2,0.14607301354408264,143416
Sum of contribution of events ≤ t,-2,0.27221789956092834,143416
Sum of contribution of events > t,-3,0.25763973593711853,143416
Sum of contribution of events ≤ t,-3,0.16065117716789246,143416
Sum of contribution of events > t,-4,0.2656269073486328,143416
Sum of contribution of events ≤ t,-4,0.15266400575637817,143416
Sum of contribution of events > t,-5,0.418290913105011,143416
Sum of contribution of events ≤ t,-5,0.0,143416
Sum of contribution of events > t,0,0.0,145392
Sum of contribution of events ≤ t,0,0.2061646580696106,145392
Sum of contribution of events > t,-1,-0.04297369718551636,145392
Sum of contribution of events ≤ t,-1,0.24913835525512695,145392
Sum of contribution of events > t,-2,-0.03531193733215332,145392
Sum of contribution of events ≤ t,-2,0.24147659540176392,145392
Sum of contribution of events > t,-3,-0.04921106994152069,145392
Sum of contribution of events ≤ t,-3,0.2553757280111313,145392
Sum of contribution of events > t,-4,-0.04808725416660309,145392
Sum of contribution of events ≤ t,-4,0.2542519122362137,145392
Sum of contribution of events > t,-5,0.2061646580696106,145392
Sum of contribution of events ≤ t,-5,0.0,145392
Sum of contribution of events > t,0,0.0,162017
Sum of contribution of events ≤ t,0,0.4093840718269348,162017
Sum of contribution of events > t,-1,-0.003900080919265747,162017
Sum of contribution of events ≤ t,-1,0.41328415274620056,162017
Sum of contribution of events > t,-2,0.06057286262512207,162017
Sum of contribution of events ≤ t,-2,0.34881120920181274,162017
Sum of contribution of events > t,-3,0.18689921498298645,162017
Sum of contribution of events ≤ t,-3,0.22248485684394836,162017
Sum of contribution of events > t,-4,0.1733511984348297,162017
Sum of contribution of events ≤ t,-4,0.2360328733921051,162017
Sum of contribution of events > t,-5,0.1616235375404358,162017
Sum of contribution of events ≤ t,-5,0.24776053428649902,162017
Sum of contribution of events > t,-6,0.4093840718269348,162017
Sum of contribution of events ≤ t,-6,0.0,162017
Sum of contribution of events > t,0,0.0,139712
Sum of contribution of events ≤ t,0,0.5151733458042145,139712
Sum of contribution of events > t,-1,-0.053009770810604095,139712
Sum of contribution of events ≤ t,-1,0.5681831166148186,139712
Sum of contribution of events > t,-2,-0.06736025214195251,139712
Sum of contribution of events ≤ t,-2,0.582533597946167,139712
Sum of contribution of events > t,-3,0.5151733458042145,139712
Sum of contribution of events ≤ t,-3,0.0,139712
Sum of contribution of events > t,0,0.0,139885
Sum of contribution of events ≤ t,0,-0.08498232066631317,139885
Sum of contribution of events > t,-1,-0.08498232066631317,139885
Sum of contribution of events ≤ t,-1,0.0,139885
Sum of contribution of events > t,0,0.0,168271
Sum of contribution of events ≤ t,0,0.436066597700119,168271
Sum of contribution of events > t,-1,-0.00260278582572937,168271
Sum of contribution of events ≤ t,-1,0.4386693835258484,168271
Sum of contribution of events > t,-2,0.436066597700119,168271
Sum of contribution of events ≤ t,-2,0.0,168271
Sum of contribution of events > t,0,0.0,154851
Sum of contribution of events ≤ t,0,-0.17571240663528442,154851
Sum of contribution of events > t,-1,-0.011913388967514038,154851
Sum of contribution of events ≤ t,-1,-0.16379901766777039,154851
Sum of contribution of events > t,-2,-0.007781773805618286,154851
Sum of contribution of events ≤ t,-2,-0.16793063282966614,154851
Sum of contribution of events > t,-3,-0.09150072932243347,154851
Sum of contribution of events ≤ t,-3,-0.08421167731285095,154851
Sum of contribution of events > t,-4,-0.14091937243938446,154851
Sum of contribution of events ≤ t,-4,-0.03479303419589996,154851
Sum of contribution of events > t,-5,-0.17571240663528442,154851
Sum of contribution of events ≤ t,-5,0.0,154851
Sum of contribution of events > t,0,0.0,128326
Sum of contribution of events ≤ t,0,0.32616594433784485,128326
Sum of contribution of events > t,-1,0.012628808617591858,128326
Sum of contribution of events ≤ t,-1,0.313537135720253,128326
Sum of contribution of events > t,-2,0.15424339473247528,128326
Sum of contribution of events ≤ t,-2,0.17192254960536957,128326
Sum of contribution of events > t,-3,0.32616594433784485,128326
Sum of contribution of events ≤ t,-3,0.0,128326
Sum of contribution of events > t,0,2.9802322387695312e-08,142241
Sum of contribution of events ≤ t,0,0.47602933645248413,142241
Sum of contribution of events > t,-1,0.00037060678005218506,142241
Sum of contribution of events ≤ t,-1,0.47565875947475433,142241
Sum of contribution of events > t,-2,0.47602933645248413,142241
Sum of contribution of events ≤ t,-2,2.9802322387695312e-08,142241
Sum of contribution of events > t,0,0.0,148869
Sum of contribution of events ≤ t,0,0.5017963647842407,148869
Sum of contribution of events > t,-1,-0.03240193426609039,148869
Sum of contribution of events ≤ t,-1,0.5341982990503311,148869
Sum of contribution of events > t,-2,0.0608849823474884,148869
Sum of contribution of events ≤ t,-2,0.4409113824367523,148869
Sum of contribution of events > t,-3,-0.016015514731407166,148869
Sum of contribution of events ≤ t,-3,0.5178118795156479,148869
Sum of contribution of events > t,-4,-0.0072922855615615845,148869
Sum of contribution of events ≤ t,-4,0.5090886503458023,148869
Sum of contribution of events > t,-5,0.5017963647842407,148869
Sum of contribution of events ≤ t,-5,0.0,148869
Sum of contribution of events > t,0,0.0,162397
Sum of contribution of events ≤ t,0,0.26797932386398315,162397
Sum of contribution of events > t,-1,0.26797932386398315,162397
Sum of contribution of events ≤ t,-1,0.0,162397
Sum of contribution of events > t,0,0.0,124522
Sum of contribution of events ≤ t,0,0.016812503337860107,124522
Sum of contribution of events > t,-1,-0.09272989630699158,124522
Sum of contribution of events ≤ t,-1,0.10954239964485168,124522
Sum of contribution of events > t,-2,-0.11015542596578598,124522
Sum of contribution of events ≤ t,-2,0.1269679293036461,124522
Sum of contribution of events > t,-3,0.016812503337860107,124522
Sum of contribution of events ≤ t,-3,0.0,124522
Sum of contribution of events > t,0,0.0,135139
Sum of contribution of events ≤ t,0,0.2561192214488983,135139
Sum of contribution of events > t,-1,0.015432983636856079,135139
Sum of contribution of events ≤ t,-1,0.24068623781204224,135139
Sum of contribution of events > t,-2,0.2561192214488983,135139
Sum of contribution of events ≤ t,-2,0.0,135139
Sum of contribution of events > t,0,0.0,163189
Sum of contribution of events ≤ t,0,0.3550513982772827,163189
Sum of contribution of events > t,-1,-0.019849717617034912,163189
Sum of contribution of events ≤ t,-1,0.3749011158943176,163189
Sum of contribution of events > t,-2,0.018895000219345093,163189
Sum of contribution of events ≤ t,-2,0.3361563980579376,163189
Sum of contribution of events > t,-3,-0.022939622402191162,163189
Sum of contribution of events ≤ t,-3,0.3779910206794739,163189
Sum of contribution of events > t,-4,-0.06113336980342865,163189
Sum of contribution of events ≤ t,-4,0.41618476808071136,163189
Sum of contribution of events > t,-5,-0.06542989611625671,163189
Sum of contribution of events ≤ t,-5,0.42048129439353943,163189
Sum of contribution of events > t,-6,0.3550513982772827,163189
Sum of contribution of events ≤ t,-6,0.0,163189
Sum of contribution of events > t,0,0.0,103379
Sum of contribution of events ≤ t,0,0.4480952024459839,103379
Sum of contribution of events > t,-1,0.10925650596618652,103379
Sum of contribution of events ≤ t,-1,0.33883869647979736,103379
Sum of contribution of events > t,-2,0.05427864193916321,103379
Sum of contribution of events ≤ t,-2,0.3938165605068207,103379
Sum of contribution of events > t,-3,0.1633305549621582,103379
Sum of contribution of events ≤ t,-3,0.2847646474838257,103379
Sum of contribution of events > t,-4,0.15640884637832642,103379
Sum of contribution of events ≤ t,-4,0.29168635606765747,103379
Sum of contribution of events > t,-5,0.4480952024459839,103379
Sum of contribution of events ≤ t,-5,0.0,103379
Sum of contribution of events > t,0,0.0,125479
Sum of contribution of events ≤ t,0,0.34862756729125977,125479
Sum of contribution of events > t,-1,-0.013282865285873413,125479
Sum of contribution of events ≤ t,-1,0.3619104325771332,125479
Sum of contribution of events > t,-2,0.15289172530174255,125479
Sum of contribution of events ≤ t,-2,0.1957358419895172,125479
Sum of contribution of events > t,-3,0.12973526120185852,125479
Sum of contribution of events ≤ t,-3,0.21889230608940125,125479
Sum of contribution of events > t,-4,0.11336854100227356,125479
Sum of contribution of events ≤ t,-4,0.2352590262889862,125479
Sum of contribution of events > t,-5,0.5066541135311127,125479
Sum of contribution of events ≤ t,-5,-0.1580265462398529,125479
Sum of contribution of events > t,-6,0.34862756729125977,125479
Sum of contribution of events ≤ t,-6,0.0,125479
Sum of contribution of events > t,0,0.0,199779
Sum of contribution of events ≤ t,0,0.4891161024570465,199779
Sum of contribution of events > t,-1,-0.006847470998764038,199779
Sum of contribution of events ≤ t,-1,0.49596357345581055,199779
Sum of contribution of events > t,-2,-0.013786360621452332,199779
Sum of contribution of events ≤ t,-2,0.5029024630784988,199779
Sum of contribution of events > t,-3,0.4891161024570465,199779
Sum of contribution of events ≤ t,-3,0.0,199779
Sum of contribution of events > t,0,0.0,118249
Sum of contribution of events ≤ t,0,0.5052374005317688,118249
Sum of contribution of events > t,-1,0.004114031791687012,118249
Sum of contribution of events ≤ t,-1,0.5011233687400818,118249
Sum of contribution of events > t,-2,0.1282387673854828,118249
Sum of contribution of events ≤ t,-2,0.376998633146286,118249
Sum of contribution of events > t,-3,0.13144949078559875,118249
Sum of contribution of events ≤ t,-3,0.37378790974617004,118249
Sum of contribution of events > t,-4,0.5052374005317688,118249
Sum of contribution of events ≤ t,-4,0.0,118249
Sum of contribution of events > t,0,0.0,189288
Sum of contribution of events ≤ t,0,-0.30791378021240234,189288
Sum of contribution of events > t,-1,-0.02630615234375,189288
Sum of contribution of events ≤ t,-1,-0.28160762786865234,189288
Sum of contribution of events > t,-2,-0.02626284956932068,189288
Sum of contribution of events ≤ t,-2,-0.28165093064308167,189288
Sum of contribution of events > t,-3,-0.09639230370521545,189288
Sum of contribution of events ≤ t,-3,-0.2115214765071869,189288
Sum of contribution of events > t,-4,-0.18403401970863342,189288
Sum of contribution of events ≤ t,-4,-0.12387976050376892,189288
Sum of contribution of events > t,-5,-0.25118860602378845,189288
Sum of contribution of events ≤ t,-5,-0.05672517418861389,189288
Sum of contribution of events > t,-6,-0.27463144063949585,189288
Sum of contribution of events ≤ t,-6,-0.033282339572906494,189288
Sum of contribution of events > t,-7,-0.3608183413743973,189288
Sum of contribution of events ≤ t,-7,0.052904561161994934,189288
Sum of contribution of events > t,-8,-0.40545350313186646,189288
Sum of contribution of events ≤ t,-8,0.09753972291946411,189288
Sum of contribution of events > t,-9,-0.466804176568985,189288
Sum of contribution of events ≤ t,-9,0.15889039635658264,189288
Sum of contribution of events > t,-10,-0.4858797490596771,189288
Sum of contribution of events ≤ t,-10,0.17796596884727478,189288
Sum of contribution of events > t,-11,-0.30791378021240234,189288
Sum of contribution of events ≤ t,-11,0.0,189288
Sum of contribution of events > t,0,0.0,182072
Sum of contribution of events ≤ t,0,0.5402759611606598,182072
Sum of contribution of events > t,-1,-0.0048782676458358765,182072
Sum of contribution of events ≤ t,-1,0.5451542288064957,182072
Sum of contribution of events > t,-2,0.5402759611606598,182072
Sum of contribution of events ≤ t,-2,0.0,182072
Sum of contribution of events > t,0,0.0,195184
Sum of contribution of events ≤ t,0,0.5937078595161438,195184
Sum of contribution of events > t,-1,0.2036685347557068,195184
Sum of contribution of events ≤ t,-1,0.390039324760437,195184
Sum of contribution of events > t,-2,0.2044910490512848,195184
Sum of contribution of events ≤ t,-2,0.389216810464859,195184
Sum of contribution of events > t,-3,0.21194970607757568,195184
Sum of contribution of events ≤ t,-3,0.3817581534385681,195184
Sum of contribution of events > t,-4,0.5937078595161438,195184
Sum of contribution of events ≤ t,-4,0.0,195184
Sum of contribution of events > t,0,0.0,114804
Sum of contribution of events ≤ t,0,0.5490783751010895,114804
Sum of contribution of events > t,-1,-0.011542320251464844,114804
Sum of contribution of events ≤ t,-1,0.5606206953525543,114804
Sum of contribution of events > t,-2,-0.01159738004207611,114804
Sum of contribution of events ≤ t,-2,0.5606757551431656,114804
Sum of contribution of events > t,-3,0.5490783751010895,114804
Sum of contribution of events ≤ t,-3,0.0,114804
Sum of contribution of events > t,0,0.0,195325
Sum of contribution of events ≤ t,0,0.42730847001075745,195325
Sum of contribution of events > t,-1,-0.003299400210380554,195325
Sum of contribution of events ≤ t,-1,0.430607870221138,195325
Sum of contribution of events > t,-2,0.42730847001075745,195325
Sum of contribution of events ≤ t,-2,0.0,195325
Sum of contribution of events > t,0,0.0,156834
Sum of contribution of events ≤ t,0,0.2655869722366333,156834
Sum of contribution of events > t,-1,-0.044874802231788635,156834
Sum of contribution of events ≤ t,-1,0.31046177446842194,156834
Sum of contribution of events > t,-2,-0.12050506472587585,156834
Sum of contribution of events ≤ t,-2,0.38609203696250916,156834
Sum of contribution of events > t,-3,-0.12556198239326477,156834
Sum of contribution of events ≤ t,-3,0.39114895462989807,156834
Sum of contribution of events > t,-4,0.2655869722366333,156834
Sum of contribution of events ≤ t,-4,0.0,156834
Sum of contribution of events > t,0,0.0,131621
Sum of contribution of events ≤ t,0,0.20875215530395508,131621
Sum of contribution of events > t,-1,0.022365108132362366,131621
Sum of contribution of events ≤ t,-1,0.1863870471715927,131621
Sum of contribution of events > t,-2,0.026159420609474182,131621
Sum of contribution of events ≤ t,-2,0.1825927346944809,131621
Sum of contribution of events > t,-3,0.04263275861740112,131621
Sum of contribution of events ≤ t,-3,0.16611939668655396,131621
Sum of contribution of events > t,-4,0.06319677829742432,131621
Sum of contribution of events ≤ t,-4,0.14555537700653076,131621
Sum of contribution of events > t,-5,0.20875215530395508,131621
Sum of contribution of events ≤ t,-5,0.0,131621
