Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events ≤ t,-6,0.2157571017742157,103889
Sum of contribution of events > t,-7,-0.034140318632125854,103889
Sum of contribution of events ≤ t,-7,0.2356404960155487,103889
Sum of contribution of events > t,-8,-0.05051243305206299,103889
Sum of contribution of events ≤ t,-8,0.25201261043548584,103889
Sum of contribution of events > t,-9,-0.06043383479118347,103889
Sum of contribution of events ≤ t,-9,0.2619340121746063,103889
Sum of contribution of events > t,-10,0.20150017738342285,103889
Sum of contribution of events ≤ t,-10,0.0,103889
Sum of contribution of events > t,0,0.0,107524
Sum of contribution of events ≤ t,0,0.25417640805244446,107524
Sum of contribution of events > t,-1,-0.04293465614318848,107524
Sum of contribution of events ≤ t,-1,0.29711106419563293,107524
Sum of contribution of events > t,-2,0.25417640805244446,107524
Sum of contribution of events ≤ t,-2,0.0,107524
Sum of contribution of events > t,0,0.0,153081
Sum of contribution of events ≤ t,0,0.21696871519088745,153081
Sum of contribution of events > t,-1,-0.12046033143997192,153081
Sum of contribution of events ≤ t,-1,0.3374290466308594,153081
Sum of contribution of events > t,-2,-0.08246098458766937,153081
Sum of contribution of events ≤ t,-2,0.2994296997785568,153081
Sum of contribution of events > t,-3,-0.22959429770708084,153081
Sum of contribution of events ≤ t,-3,0.4465630128979683,153081
Sum of contribution of events > t,-4,-0.2829790934920311,153081
Sum of contribution of events ≤ t,-4,0.49994780868291855,153081
Sum of contribution of events > t,-5,-0.29055193811655045,153081
Sum of contribution of events ≤ t,-5,0.5075206533074379,153081
Sum of contribution of events > t,-6,0.21696871519088745,153081
Sum of contribution of events ≤ t,-6,0.0,153081
Sum of contribution of events > t,0,0.0,117170
Sum of contribution of events ≤ t,0,0.3331005573272705,117170
Sum of contribution of events > t,-1,-0.04753391444683075,117170
Sum of contribution of events ≤ t,-1,0.38063447177410126,117170
Sum of contribution of events > t,-2,-0.08835314214229584,117170
Sum of contribution of events ≤ t,-2,0.42145369946956635,117170
Sum of contribution of events > t,-3,0.034561097621917725,117170
Sum of contribution of events ≤ t,-3,0.2985394597053528,117170
Sum of contribution of events > t,-4,0.01231357455253601,117170
Sum of contribution of events ≤ t,-4,0.3207869827747345,117170
Sum of contribution of events > t,-5,0.02047637104988098,117170
Sum of contribution of events ≤ t,-5,0.3126241862773895,117170
Sum of contribution of events > t,-6,0.3331005573272705,117170
Sum of contribution of events ≤ t,-6,0.0,117170
Sum of contribution of events > t,0,0.0,161140
Sum of contribution of events ≤ t,0,0.21910235285758972,161140
Sum of contribution of events > t,-1,-0.0012013018131256104,161140
Sum of contribution of events ≤ t,-1,0.22030365467071533,161140
Sum of contribution of events > t,-2,0.0546700656414032,161140
Sum of contribution of events ≤ t,-2,0.16443228721618652,161140
Sum of contribution of events > t,-3,0.21910235285758972,161140
Sum of contribution of events ≤ t,-3,0.0,161140
Sum of contribution of events > t,0,0.0,186729
Sum of contribution of events ≤ t,0,0.44057735800743103,186729
Sum of contribution of events > t,-1,-0.011037126183509827,186729
Sum of contribution of events ≤ t,-1,0.45161448419094086,186729
Sum of contribution of events > t,-2,0.44057735800743103,186729
Sum of contribution of events ≤ t,-2,0.0,186729
Sum of contribution of events > t,0,0.0,105665
Sum of contribution of events ≤ t,0,-0.1439097672700882,105665
Sum of contribution of events > t,-1,-0.1439097672700882,105665
Sum of contribution of events ≤ t,-1,0.0,105665
Sum of contribution of events > t,0,0.0,135421
Sum of contribution of events ≤ t,0,0.48859572410583496,135421
Sum of contribution of events > t,-1,0.48859572410583496,135421
Sum of contribution of events ≤ t,-1,0.0,135421
Sum of contribution of events > t,0,0.0,180735
Sum of contribution of events ≤ t,0,0.20714354515075684,180735
Sum of contribution of events > t,-1,0.20714354515075684,180735
Sum of contribution of events ≤ t,-1,0.0,180735
Sum of contribution of events > t,0,0.0,121539
Sum of contribution of events ≤ t,0,0.5106166899204254,121539
Sum of contribution of events > t,-1,-0.0068534910678863525,121539
Sum of contribution of events ≤ t,-1,0.5174701809883118,121539
Sum of contribution of events > t,-2,0.5106166899204254,121539
Sum of contribution of events ≤ t,-2,0.0,121539
Sum of contribution of events > t,0,0.0,101341
Sum of contribution of events ≤ t,0,0.5917491018772125,101341
Sum of contribution of events > t,-1,-0.004430040717124939,101341
Sum of contribution of events ≤ t,-1,0.5961791425943375,101341
Sum of contribution of events > t,-2,-0.001623302698135376,101341
Sum of contribution of events ≤ t,-2,0.5933724045753479,101341
Sum of contribution of events > t,-3,0.5917491018772125,101341
Sum of contribution of events ≤ t,-3,0.0,101341
Sum of contribution of events > t,0,0.0,149758
Sum of contribution of events ≤ t,0,0.5373415648937225,149758
Sum of contribution of events > t,-1,-0.020970217883586884,149758
Sum of contribution of events ≤ t,-1,0.5583117827773094,149758
Sum of contribution of events > t,-2,0.5373415648937225,149758
Sum of contribution of events ≤ t,-2,0.0,149758
Sum of contribution of events > t,0,0.0,179914
Sum of contribution of events ≤ t,0,0.4646862745285034,179914
Sum of contribution of events > t,-1,0.08008170127868652,179914
Sum of contribution of events ≤ t,-1,0.3846045732498169,179914
Sum of contribution of events > t,-2,0.07871347665786743,179914
Sum of contribution of events ≤ t,-2,0.385972797870636,179914
Sum of contribution of events > t,-3,0.08364054560661316,179914
Sum of contribution of events ≤ t,-3,0.38104572892189026,179914
Sum of contribution of events > t,-4,0.4646862745285034,179914
Sum of contribution of events ≤ t,-4,0.0,179914
Sum of contribution of events > t,0,0.0,148439
Sum of contribution of events ≤ t,0,0.2700980305671692,148439
Sum of contribution of events > t,-1,-0.010486871004104614,148439
Sum of contribution of events ≤ t,-1,0.2805849015712738,148439
Sum of contribution of events > t,-2,0.09491369128227234,148439
Sum of contribution of events ≤ t,-2,0.17518433928489685,148439
Sum of contribution of events > t,-3,0.0781385600566864,148439
Sum of contribution of events ≤ t,-3,0.1919594705104828,148439
Sum of contribution of events > t,-4,0.05663233995437622,148439
Sum of contribution of events ≤ t,-4,0.21346569061279297,148439
Sum of contribution of events > t,-5,0.02688947319984436,148439
Sum of contribution of events ≤ t,-5,0.24320855736732483,148439
Sum of contribution of events > t,-6,-0.017032384872436523,148439
Sum of contribution of events ≤ t,-6,0.2871304154396057,148439
Sum of contribution of events > t,-7,-0.08975255489349365,148439
Sum of contribution of events ≤ t,-7,0.35985058546066284,148439
Sum of contribution of events > t,-8,0.2700980305671692,148439
Sum of contribution of events ≤ t,-8,0.0,148439
Sum of contribution of events > t,0,0.0,136302
Sum of contribution of events ≤ t,0,-0.00669097900390625,136302
Sum of contribution of events > t,-1,-0.00669097900390625,136302
Sum of contribution of events ≤ t,-1,0.0,136302
Sum of contribution of events > t,0,0.0,161389
Sum of contribution of events ≤ t,0,0.31000036001205444,161389
Sum of contribution of events > t,-1,0.012519657611846924,161389
Sum of contribution of events ≤ t,-1,0.2974807024002075,161389
Sum of contribution of events > t,-2,0.009726524353027344,161389
Sum of contribution of events ≤ t,-2,0.3002738356590271,161389
Sum of contribution of events > t,-3,0.006673634052276611,161389
Sum of contribution of events ≤ t,-3,0.30332672595977783,161389
Sum of contribution of events > t,-4,0.009416162967681885,161389
Sum of contribution of events ≤ t,-4,0.30058419704437256,161389
Sum of contribution of events > t,-5,0.014276981353759766,161389
Sum of contribution of events ≤ t,-5,0.2957233786582947,161389
Sum of contribution of events > t,-6,0.022211521863937378,161389
Sum of contribution of events ≤ t,-6,0.28778883814811707,161389
Sum of contribution of events > t,-7,0.31000036001205444,161389
Sum of contribution of events ≤ t,-7,0.0,161389
Sum of contribution of events > t,0,0.0,117923
Sum of contribution of events ≤ t,0,0.006315290927886963,117923
Sum of contribution of events > t,-1,-0.008397042751312256,117923
Sum of contribution of events ≤ t,-1,0.014712333679199219,117923
Sum of contribution of events > t,-2,0.022751331329345703,117923
Sum of contribution of events ≤ t,-2,-0.01643604040145874,117923
Sum of contribution of events > t,-3,-0.01121780276298523,117923
Sum of contribution of events ≤ t,-3,0.017533093690872192,117923
Sum of contribution of events > t,-4,0.08353638648986816,117923
Sum of contribution of events ≤ t,-4,-0.0772210955619812,117923
Sum of contribution of events > t,-5,0.04766899347305298,117923
Sum of contribution of events ≤ t,-5,-0.041353702545166016,117923
Sum of contribution of events > t,-6,0.027518868446350098,117923
Sum of contribution of events ≤ t,-6,-0.021203577518463135,117923
Sum of contribution of events > t,-7,0.3743578568100929,117923
Sum of contribution of events ≤ t,-7,-0.36804256588220596,117923
Sum of contribution of events > t,-8,0.3910151980817318,117923
Sum of contribution of events ≤ t,-8,-0.38469990715384483,117923
Sum of contribution of events > t,-9,0.006315290927886963,117923
Sum of contribution of events ≤ t,-9,0.0,117923
Sum of contribution of events > t,0,0.0,185319
Sum of contribution of events ≤ t,0,0.6244857609272003,185319
Sum of contribution of events > t,-1,0.10863552987575531,185319
Sum of contribution of events ≤ t,-1,0.515850231051445,185319
Sum of contribution of events > t,-2,0.10603033006191254,185319
Sum of contribution of events ≤ t,-2,0.5184554308652878,185319
Sum of contribution of events > t,-3,0.6244857609272003,185319
Sum of contribution of events ≤ t,-3,0.0,185319
Sum of contribution of events > t,0,0.0,179498
Sum of contribution of events ≤ t,0,0.48071590065956116,179498
Sum of contribution of events > t,-1,0.3225216418504715,179498
Sum of contribution of events ≤ t,-1,0.15819425880908966,179498
Sum of contribution of events > t,-2,0.2790859192609787,179498
Sum of contribution of events ≤ t,-2,0.20162998139858246,179498
Sum of contribution of events > t,-3,0.48071590065956116,179498
Sum of contribution of events ≤ t,-3,0.0,179498
Sum of contribution of events > t,0,0.0,172439
Sum of contribution of events ≤ t,0,0.01135745644569397,172439
Sum of contribution of events > t,-1,-0.041248664259910583,172439
Sum of contribution of events ≤ t,-1,0.05260612070560455,172439
Sum of contribution of events > t,-2,-0.1619008183479309,172439
Sum of contribution of events ≤ t,-2,0.17325827479362488,172439
Sum of contribution of events > t,-3,-0.2215522676706314,172439
Sum of contribution of events ≤ t,-3,0.23290972411632538,172439
Sum of contribution of events > t,-4,0.01135745644569397,172439
Sum of contribution of events ≤ t,-4,0.0,172439
Sum of contribution of events > t,0,0.0,118470
Sum of contribution of events ≤ t,0,0.13231196999549866,118470
Sum of contribution of events > t,-1,-0.07716337591409683,118470
Sum of contribution of events ≤ t,-1,0.2094753459095955,118470
Sum of contribution of events > t,-2,0.13231196999549866,118470
Sum of contribution of events ≤ t,-2,0.0,118470
Sum of contribution of events > t,0,0.0,153637
Sum of contribution of events ≤ t,0,0.5797400772571564,153637
Sum of contribution of events > t,-1,0.005973398685455322,153637
Sum of contribution of events ≤ t,-1,0.573766678571701,153637
Sum of contribution of events > t,-2,-0.012072667479515076,153637
Sum of contribution of events ≤ t,-2,0.5918127447366714,153637
Sum of contribution of events > t,-3,0.5797400772571564,153637
Sum of contribution of events ≤ t,-3,0.0,153637
Sum of contribution of events > t,0,0.0,188386
Sum of contribution of events ≤ t,0,0.047475844621658325,188386
Sum of contribution of events > t,-1,0.047475844621658325,188386
Sum of contribution of events ≤ t,-1,0.0,188386
Sum of contribution of events > t,0,0.0,179756
Sum of contribution of events ≤ t,0,0.09867852926254272,179756
Sum of contribution of events > t,-1,-0.0016662925481796265,179756
Sum of contribution of events ≤ t,-1,0.10034482181072235,179756
Sum of contribution of events > t,-2,-0.13012026250362396,179756
Sum of contribution of events ≤ t,-2,0.2287987917661667,179756
Sum of contribution of events > t,-3,-0.13663309812545776,179756
Sum of contribution of events ≤ t,-3,0.2353116273880005,179756
Sum of contribution of events > t,-4,0.09867852926254272,179756
Sum of contribution of events ≤ t,-4,0.0,179756
Sum of contribution of events > t,0,0.0,144854
Sum of contribution of events ≤ t,0,0.6097414195537567,144854
Sum of contribution of events > t,-1,0.04976387321949005,144854
Sum of contribution of events ≤ t,-1,0.5599775463342667,144854
Sum of contribution of events > t,-2,0.0053937435150146484,144854
Sum of contribution of events ≤ t,-2,0.6043476760387421,144854
Sum of contribution of events > t,-3,0.6097414195537567,144854
Sum of contribution of events ≤ t,-3,0.0,144854
Sum of contribution of events > t,0,0.0,131163
Sum of contribution of events ≤ t,0,0.07197496294975281,131163
Sum of contribution of events > t,-1,-0.106144979596138,131163
Sum of contribution of events ≤ t,-1,0.1781199425458908,131163
Sum of contribution of events > t,-2,-0.09735420346260071,131163
Sum of contribution of events ≤ t,-2,0.16932916641235352,131163
Sum of contribution of events > t,-3,0.07197496294975281,131163
Sum of contribution of events ≤ t,-3,0.0,131163
Sum of contribution of events > t,0,0.0,153113
Sum of contribution of events ≤ t,0,0.19573137164115906,153113
Sum of contribution of events > t,-1,-0.010555066168308258,153113
Sum of contribution of events ≤ t,-1,0.20628643780946732,153113
Sum of contribution of events > t,-2,0.19573137164115906,153113
Sum of contribution of events ≤ t,-2,0.0,153113
Sum of contribution of events > t,0,0.0,134853
Sum of contribution of events ≤ t,0,-0.3357993960380554,134853
Sum of contribution of events > t,-1,-0.038120612502098083,134853
Sum of contribution of events ≤ t,-1,-0.29767878353595734,134853
Sum of contribution of events > t,-2,-0.024342745542526245,134853
Sum of contribution of events ≤ t,-2,-0.3114566504955292,134853
Sum of contribution of events > t,-3,0.04621511697769165,134853
Sum of contribution of events ≤ t,-3,-0.38201451301574707,134853
Sum of contribution of events > t,-4,0.04703296720981598,134853
Sum of contribution of events ≤ t,-4,-0.3828323632478714,134853
Sum of contribution of events > t,-5,0.05973981320858002,134853
Sum of contribution of events ≤ t,-5,-0.39553920924663544,134853
Sum of contribution of events > t,-6,-0.4567972719669342,134853
Sum of contribution of events ≤ t,-6,0.12099787592887878,134853
Sum of contribution of events > t,-7,-0.4569031298160553,134853
Sum of contribution of events ≤ t,-7,0.12110373377799988,134853
Sum of contribution of events > t,-8,-0.4478498548269272,134853
Sum of contribution of events ≤ t,-8,0.11205045878887177,134853
Sum of contribution of events > t,-9,-0.3357993960380554,134853
Sum of contribution of events ≤ t,-9,0.0,134853
Sum of contribution of events > t,0,0.0,146944
Sum of contribution of events ≤ t,0,0.23242974281311035,146944
Sum of contribution of events > t,-1,-0.0017175078392028809,146944
Sum of contribution of events ≤ t,-1,0.23414725065231323,146944
Sum of contribution of events > t,-2,0.23585718870162964,146944
Sum of contribution of events ≤ t,-2,-0.003427445888519287,146944
Sum of contribution of events > t,-3,0.23292648792266846,146944
Sum of contribution of events ≤ t,-3,-0.0004967451095581055,146944
Sum of contribution of events > t,-4,0.22355037927627563,146944
Sum of contribution of events ≤ t,-4,0.008879363536834717,146944
Sum of contribution of events > t,-5,0.12756913900375366,146944
Sum of contribution of events ≤ t,-5,0.10486060380935669,146944
Sum of contribution of events > t,-6,0.12481775879859924,146944
Sum of contribution of events ≤ t,-6,0.10761198401451111,146944
Sum of contribution of events > t,-7,0.23242974281311035,146944
Sum of contribution of events ≤ t,-7,0.0,146944
Sum of contribution of events > t,0,0.0,115671
Sum of contribution of events ≤ t,0,0.4569537043571472,115671
Sum of contribution of events > t,-1,-0.03514653444290161,115671
Sum of contribution of events ≤ t,-1,0.49210023880004883,115671
Sum of contribution of events > t,-2,-0.04335096478462219,115671
Sum of contribution of events ≤ t,-2,0.5003046691417694,115671
Sum of contribution of events > t,-3,-0.05601757764816284,115671
Sum of contribution of events ≤ t,-3,0.5129712820053101,115671
Sum of contribution of events > t,-4,0.4569537043571472,115671
Sum of contribution of events ≤ t,-4,0.0,115671
Sum of contribution of events > t,0,0.0,197482
Sum of contribution of events ≤ t,0,-0.14364564418792725,197482
Sum of contribution of events > t,-1,-0.004728406667709351,197482
Sum of contribution of events ≤ t,-1,-0.1389172375202179,197482
Sum of contribution of events > t,-2,-0.03138795495033264,197482
Sum of contribution of events ≤ t,-2,-0.1122576892375946,197482
Sum of contribution of events > t,-3,-0.07016021013259888,197482
Sum of contribution of events ≤ t,-3,-0.07348543405532837,197482
Sum of contribution of events > t,-4,0.09069034457206726,197482
Sum of contribution of events ≤ t,-4,-0.2343359887599945,197482
Sum of contribution of events > t,-5,0.024164408445358276,197482
Sum of contribution of events ≤ t,-5,-0.16781005263328552,197482
Sum of contribution of events > t,-6,-0.05905294418334961,197482
Sum of contribution of events ≤ t,-6,-0.08459270000457764,197482
Sum of contribution of events > t,-7,-0.12859758734703064,197482
Sum of contribution of events ≤ t,-7,-0.015048056840896606,197482
Sum of contribution of events > t,-8,-0.18093085289001465,197482
Sum of contribution of events ≤ t,-8,0.0372852087020874,197482
Sum of contribution of events > t,-9,-0.21052473783493042,197482
Sum of contribution of events ≤ t,-9,0.06687909364700317,197482
Sum of contribution of events > t,-10,-0.14141982793807983,197482
Sum of contribution of events ≤ t,-10,-0.002225816249847412,197482
Sum of contribution of events > t,-11,-0.14921164512634277,197482
Sum of contribution of events ≤ t,-11,0.005566000938415527,197482
Sum of contribution of events > t,-12,0.2325511947274208,197482
Sum of contribution of events ≤ t,-12,-0.37619683891534805,197482
Sum of contribution of events > t,-13,-0.14364564418792725,197482
Sum of contribution of events ≤ t,-13,0.0,197482
Sum of contribution of events > t,0,0.0,139884
Sum of contribution of events ≤ t,0,0.4041857123374939,139884
Sum of contribution of events > t,-1,0.16375282406806946,139884
Sum of contribution of events ≤ t,-1,0.24043288826942444,139884
Sum of contribution of events > t,-2,0.1429431438446045,139884
Sum of contribution of events ≤ t,-2,0.2612425684928894,139884
Sum of contribution of events > t,-3,0.1455501914024353,139884
Sum of contribution of events ≤ t,-3,0.2586355209350586,139884
Sum of contribution of events > t,-4,0.1479434072971344,139884
Sum of contribution of events ≤ t,-4,0.2562423050403595,139884
Sum of contribution of events > t,-5,0.3713672459125519,139884
Sum of contribution of events ≤ t,-5,0.03281846642494202,139884
Sum of contribution of events > t,-6,0.4041857123374939,139884
Sum of contribution of events ≤ t,-6,0.0,139884
Sum of contribution of events > t,0,0.0,148744
Sum of contribution of events ≤ t,0,0.20189917087554932,148744
Sum of contribution of events > t,-1,0.20189917087554932,148744
Sum of contribution of events ≤ t,-1,0.0,148744
Sum of contribution of events > t,0,0.0,180858
Sum of contribution of events ≤ t,0,0.16391533613204956,180858
Sum of contribution of events > t,-1,-0.0066673606634140015,180858
Sum of contribution of events ≤ t,-1,0.17058269679546356,180858
Sum of contribution of events > t,-2,-0.123089998960495,180858
Sum of contribution of events ≤ t,-2,0.28700533509254456,180858
Sum of contribution of events > t,-3,-0.11210370063781738,180858
Sum of contribution of events ≤ t,-3,0.27601903676986694,180858
Sum of contribution of events > t,-4,-0.043087512254714966,180858
Sum of contribution of events ≤ t,-4,0.20700284838676453,180858
Sum of contribution of events > t,-5,0.16391533613204956,180858
Sum of contribution of events ≤ t,-5,0.0,180858
Sum of contribution of events > t,0,0.0,105679
Sum of contribution of events ≤ t,0,0.2531304955482483,105679
Sum of contribution of events > t,-1,-0.13657395541667938,105679
Sum of contribution of events ≤ t,-1,0.3897044509649277,105679
Sum of contribution of events > t,-2,-0.02794794738292694,105679
Sum of contribution of events ≤ t,-2,0.28107844293117523,105679
Sum of contribution of events > t,-3,-0.04412639141082764,105679
Sum of contribution of events ≤ t,-3,0.2972568869590759,105679
Sum of contribution of events > t,-4,-0.04584263265132904,105679
Sum of contribution of events ≤ t,-4,0.29897312819957733,105679
Sum of contribution of events > t,-5,0.2531304955482483,105679
Sum of contribution of events ≤ t,-5,0.0,105679
Sum of contribution of events > t,0,0.0,198781
Sum of contribution of events ≤ t,0,0.4078669846057892,198781
Sum of contribution of events > t,-1,-0.008329659700393677,198781
Sum of contribution of events ≤ t,-1,0.41619664430618286,198781
Sum of contribution of events > t,-2,0.4078669846057892,198781
Sum of contribution of events ≤ t,-2,0.0,198781
Sum of contribution of events > t,0,0.0,177891
Sum of contribution of events ≤ t,0,0.38576921820640564,177891
Sum of contribution of events > t,-1,-0.0194631889462471,177891
Sum of contribution of events ≤ t,-1,0.40523240715265274,177891
Sum of contribution of events > t,-2,0.38576921820640564,177891
Sum of contribution of events ≤ t,-2,0.0,177891
Sum of contribution of events > t,0,0.0,149447
Sum of contribution of events ≤ t,0,-0.10344356298446655,149447
Sum of contribution of events > t,-1,-0.011848747730255127,149447
Sum of contribution of events ≤ t,-1,-0.09159481525421143,149447
Sum of contribution of events > t,-2,-0.04959496855735779,149447
Sum of contribution of events ≤ t,-2,-0.053848594427108765,149447
Sum of contribution of events > t,-3,-0.07844695448875427,149447
Sum of contribution of events ≤ t,-3,-0.02499660849571228,149447
Sum of contribution of events > t,-4,-0.10277777910232544,149447
Sum of contribution of events ≤ t,-4,-0.0006657838821411133,149447
Sum of contribution of events > t,-5,-0.12803491950035095,149447
Sum of contribution of events ≤ t,-5,0.0245913565158844,149447
Sum of contribution of events > t,-6,-0.27096299827098846,149447
Sum of contribution of events ≤ t,-6,0.1675194352865219,149447
Sum of contribution of events > t,-7,-0.2655739039182663,149447
Sum of contribution of events ≤ t,-7,0.16213034093379974,149447
Sum of contribution of events > t,-8,-0.23826788365840912,149447
Sum of contribution of events ≤ t,-8,0.13482432067394257,149447
Sum of contribution of events > t,-9,-0.10344356298446655,149447
Sum of contribution of events ≤ t,-9,0.0,149447
Sum of contribution of events > t,0,0.0,151652
Sum of contribution of events ≤ t,0,0.14287012815475464,151652
Sum of contribution of events > t,-1,-0.004455745220184326,151652
Sum of contribution of events ≤ t,-1,0.14732587337493896,151652
Sum of contribution of events > t,-2,-0.01570829749107361,151652
Sum of contribution of events ≤ t,-2,0.15857842564582825,151652
Sum of contribution of events > t,-3,0.04661664366722107,151652
Sum of contribution of events ≤ t,-3,0.09625348448753357,151652
Sum of contribution of events > t,-4,0.03337579965591431,151652
Sum of contribution of events ≤ t,-4,0.10949432849884033,151652
Sum of contribution of events > t,-5,0.022740691900253296,151652
Sum of contribution of events ≤ t,-5,0.12012943625450134,151652
Sum of contribution of events > t,-6,0.01565667986869812,151652
Sum of contribution of events ≤ t,-6,0.12721344828605652,151652
Sum of contribution of events > t,-7,-0.005683094263076782,151652
Sum of contribution of events ≤ t,-7,0.14855322241783142,151652
Sum of contribution of events > t,-8,-0.006054550409317017,151652
Sum of contribution of events ≤ t,-8,0.14892467856407166,151652
Sum of contribution of events > t,-9,0.0038613975048065186,151652
Sum of contribution of events ≤ t,-9,0.13900873064994812,151652
Sum of contribution of events > t,-10,0.14287012815475464,151652
Sum of contribution of events ≤ t,-10,0.0,151652
Sum of contribution of events > t,0,0.0,189982
Sum of contribution of events ≤ t,0,-0.0850488543510437,189982
Sum of contribution of events > t,-1,-0.021888941526412964,189982
Sum of contribution of events ≤ t,-1,-0.06315991282463074,189982
Sum of contribution of events > t,-2,-0.028421401977539062,189982
Sum of contribution of events ≤ t,-2,-0.05662745237350464,189982
Sum of contribution of events > t,-3,-0.04076245427131653,189982
Sum of contribution of events ≤ t,-3,-0.04428640007972717,189982
Sum of contribution of events > t,-4,-0.04991331696510315,189982
Sum of contribution of events ≤ t,-4,-0.03513553738594055,189982
Sum of contribution of events > t,-5,-0.05561050772666931,189982
Sum of contribution of events ≤ t,-5,-0.02943834662437439,189982
Sum of contribution of events > t,-6,-0.04817327857017517,189982
Sum of contribution of events ≤ t,-6,-0.03687557578086853,189982
Sum of contribution of events > t,-7,-0.04211357235908508,189982
Sum of contribution of events ≤ t,-7,-0.04293528199195862,189982
Sum of contribution of events > t,-8,-0.0850488543510437,189982
Sum of contribution of events ≤ t,-8,0.0,189982
Sum of contribution of events > t,0,0.0,107930
Sum of contribution of events ≤ t,0,0.3070179224014282,107930
Sum of contribution of events > t,-1,-0.01938575506210327,107930
Sum of contribution of events ≤ t,-1,0.3264036774635315,107930
Sum of contribution of events > t,-2,-0.022399187088012695,107930
Sum of contribution of events ≤ t,-2,0.3294171094894409,107930
Sum of contribution of events > t,-3,-0.03449136018753052,107930
Sum of contribution of events ≤ t,-3,0.34150928258895874,107930
Sum of contribution of events > t,-4,0.03523239493370056,107930
Sum of contribution of events ≤ t,-4,0.27178552746772766,107930
Sum of contribution of events > t,-5,0.03328242897987366,107930
Sum of contribution of events ≤ t,-5,0.27373549342155457,107930
Sum of contribution of events > t,-6,0.03125584125518799,107930
Sum of contribution of events ≤ t,-6,0.27576208114624023,107930
Sum of contribution of events > t,-7,0.3070179224014282,107930
Sum of contribution of events ≤ t,-7,0.0,107930
Sum of contribution of events > t,0,0.0,126949
Sum of contribution of events ≤ t,0,0.5184821784496307,126949
Sum of contribution of events > t,-1,-0.01034572720527649,126949
Sum of contribution of events ≤ t,-1,0.5288279056549072,126949
Sum of contribution of events > t,-2,0.5184821784496307,126949
Sum of contribution of events ≤ t,-2,0.0,126949
Sum of contribution of events > t,0,-2.9802322387695312e-08,198503
Sum of contribution of events ≤ t,0,0.25438231229782104,198503
Sum of contribution of events > t,-1,-0.005514383316040039,198503
Sum of contribution of events ≤ t,-1,0.2598966658115387,198503
Sum of contribution of events > t,-2,0.25438231229782104,198503
Sum of contribution of events ≤ t,-2,-2.9802322387695312e-08,198503
Sum of contribution of events > t,0,0.0,170883
Sum of contribution of events ≤ t,0,0.06343716382980347,170883
Sum of contribution of events > t,-1,-0.04115954786539078,170883
Sum of contribution of events ≤ t,-1,0.10459671169519424,170883
Sum of contribution of events > t,-2,-0.08842400461435318,170883
Sum of contribution of events ≤ t,-2,0.15186116844415665,170883
Sum of contribution of events > t,-3,0.06343716382980347,170883
Sum of contribution of events ≤ t,-3,0.0,170883
Sum of contribution of events > t,0,0.0,152457
Sum of contribution of events ≤ t,0,0.3670717775821686,152457
Sum of contribution of events > t,-1,-0.050649575889110565,152457
Sum of contribution of events ≤ t,-1,0.41772135347127914,152457
Sum of contribution of events > t,-2,0.3670717775821686,152457
Sum of contribution of events ≤ t,-2,0.0,152457
Sum of contribution of events > t,0,0.0,195579
Sum of contribution of events ≤ t,0,0.2595856785774231,195579
Sum of contribution of events > t,-1,-0.014372080564498901,195579
Sum of contribution of events ≤ t,-1,0.273957759141922,195579
Sum of contribution of events > t,-2,-0.009624272584915161,195579
Sum of contribution of events ≤ t,-2,0.26920995116233826,195579
Sum of contribution of events > t,-3,-0.007576555013656616,195579
Sum of contribution of events ≤ t,-3,0.2671622335910797,195579
Sum of contribution of events > t,-4,-0.004857122898101807,195579
Sum of contribution of events ≤ t,-4,0.2644428014755249,195579
Sum of contribution of events > t,-5,0.18126755952835083,195579
Sum of contribution of events ≤ t,-5,0.07831811904907227,195579
Sum of contribution of events > t,-6,0.14723902940750122,195579
Sum of contribution of events ≤ t,-6,0.11234664916992188,195579
Sum of contribution of events > t,-7,0.15106812119483948,195579
Sum of contribution of events ≤ t,-7,0.10851755738258362,195579
Sum of contribution of events > t,-8,0.2595856785774231,195579
Sum of contribution of events ≤ t,-8,0.0,195579
Sum of contribution of events > t,0,0.0,148209
Sum of contribution of events ≤ t,0,0.1606968641281128,148209
Sum of contribution of events > t,-1,0.07219861447811127,148209
Sum of contribution of events ≤ t,-1,0.08849824965000153,148209
Sum of contribution of events > t,-2,0.017753317952156067,148209
Sum of contribution of events ≤ t,-2,0.14294354617595673,148209
Sum of contribution of events > t,-3,0.2753790318965912,148209
Sum of contribution of events ≤ t,-3,-0.1146821677684784,148209
Sum of contribution of events > t,-4,0.1606968641281128,148209
Sum of contribution of events ≤ t,-4,0.0,148209
Sum of contribution of events > t,0,0.0,121203
Sum of contribution of events ≤ t,0,0.45439568161964417,121203
Sum of contribution of events > t,-1,0.0012113004922866821,121203
Sum of contribution of events ≤ t,-1,0.4531843811273575,121203
Sum of contribution of events > t,-2,0.45439568161964417,121203
Sum of contribution of events ≤ t,-2,0.0,121203
Sum of contribution of events > t,0,0.0,132728
Sum of contribution of events ≤ t,0,0.4396721422672272,132728
Sum of contribution of events > t,-1,0.0028646141290664673,132728
Sum of contribution of events ≤ t,-1,0.4368075281381607,132728
Sum of contribution of events > t,-2,0.4396721422672272,132728
Sum of contribution of events ≤ t,-2,0.0,132728
Sum of contribution of events > t,0,0.0,165133
Sum of contribution of events ≤ t,0,0.2558556795120239,165133
